mu0 A1 A2 dim_unstable
1.61 -0.32761766334148307 -0.32761766334148307 1
1.62 -0.3286335345030997 -0.3286335345030997 1
1.63 -0.3296462750686964 -0.3296462750686964 1
1.64 -0.33065591380365983 -0.33065591380365983 1
1.65 -0.33166247903553997 -0.33166247903553997 1
1.66 -0.33266599866332397 -0.33266599866332397 1
1.67 -0.3336665001664586 -0.3336665001664586 1
1.68 -0.3346640106136302 -0.3346640106136302 1
1.69 -0.33565855667130945 -0.33565855667130945 1
1.7 -0.33665016461206926 -0.33665016461206926 1
1.71 -0.33763886032268264 -0.33763886032268264 1
1.72 -0.33862466931200785 -0.33862466931200785 1
1.73 -0.3396076167186674 -0.3396076167186674 1
1.74 -0.34058772731852804 -0.34058772731852804 1
1.75 -0.3415650255319866 -0.3415650255319866 1
1.76 -0.34253953543107013 -0.34253953543107013 1
1.77 -0.3435112807463534 -0.3435112807463534 1
1.78 -0.3444802848737017 -0.3444802848737017 1
1.79 -0.3454465708808431 -0.3454465708808431 1
1.8 -0.34641016151377546 -0.34641016151377546 1
1.81 -0.3473710792030141 -0.3473710792030141 1
1.82 -0.3483293460696835 -0.3483293460696835 1
1.83 -0.3492849839314596 -0.3492849839314596 1
1.84 -0.35023801430836526 -0.35023801430836526 1
1.85 -0.3511884584284246 -0.3511884584284246 1
1.86 -0.35213633723318016 -0.35213633723318016 1
1.87 -0.35308167138307633 -0.35308167138307633 1
1.88 -0.3540244812627134 -0.3540244812627134 1
1.89 -0.35496478698597694 -0.35496478698597694 1
1.9 -0.3559026084010437 -0.3559026084010437 1
1.91 -0.35683796509527027 -0.35683796509527027 1
1.92 -0.35777087639996635 -0.35777087639996635 1
1.93 -0.35870136139505615 -0.35870136139505615 1
1.94 -0.3596294389136314 -0.3596294389136314 1
1.95 -0.36055512754639896 -0.36055512754639896 1
1.96 -0.3614784456460256 -0.3614784456460256 1
1.97 -0.3623994113313836 -0.3623994113313836 1
1.98 -0.36331804249169897 -0.36331804249169897 1
